建设单位,项目名称,建设位置,规划验收证照名称,规划验收发文号,验收日期
北京市密云区西田各庄镇小水峪股份经济合作社,小水峪村医疗设施,密云区西田各庄镇小水峪村,2019规自（密）乡建字0005号,,办结
北京市密云区西田各庄镇新王庄股份经济合作社、北京市密云区西田各庄镇署地股份经济合作社,新王庄村医疗养老设施,密云区西田各庄镇新王庄村,2019规自（密）乡建字0004号,,办结
北京首钢建设投资有限公司,石景山区首钢园区东南区土地一级开发项目-料场路（首钢东南区四街-首钢东南区三路）,由石景山区首钢东南区四街经石景山区至石景山区首钢东南区三路,2019规自（石）选市政字0007号,,办结
国网北京市电力公司,石城35千伏输变电工程（主厂房）,密云区石城镇河北村,2019规自（密）建字0011号,,办结
清华大学   ,清华大学物理楼（物理楼等2项）,海淀区清华园,2019规自（海）建字0044号,,办结
兵器工业机关服务中心,关于车道沟十号院东院礼堂加固维修及装修改造项目（礼堂改造）,海淀区车道沟十号院,2019规自（海）建字0043号,,办结
北京东方康泰房地产开发经营有限责任公司,北京玉河历史文化保护区保护修缮项目（SB-1-1院落（SZ02-1地块）等2项）,东城区地安门东大街南侧,2019规自（东）建字0028号,,办结
北京市延庆区大庄科乡社区卫生服务中心,北京市延庆区大庄科乡社区卫生服务中心改扩建工程（业务用房楼等3项）,延庆区延庆区大庄科乡大庄科村,2019规自（延）建字0021号,,办结
北京京投交通发展有限公司,北京新机场高速公路（南五环—北京新机场）工程（北京新机场高速公路（南五环—北京新机场））,由大兴区西红门到大兴区礼贤镇,2019规自建市政字0050号,,办结
北京市交通委员会路政局通州公路分局,通州区漷台路（张采路-国道103）道路工程,由通州区张采路到通州区G103国道,2018规土（通）选市政字0004号,,办结
中铁建设集团北京容晟房地产有限公司,1#住宅楼等16项,房山区青龙湖镇中心区01-0010地块,2019规自（房）建字0034号,,办结
北京北控京闽投资有限公司,怀柔新城04街区棚户区改造项目四区（安置房集中建设区）,怀柔区怀柔镇王化村,2019规自（怀）选字0011号,,办结
北京市保障房配套市政基础设施建设有限公司,焦化厂西路（化工路-焦化厂二街）道路工程  ,由朝阳区垡头街道到朝阳区垡头街道,2019规自（朝）选市政字0012号,,办结
北京京铁房地产开发有限公司,2-1#住宅楼等14项,门头沟区城子大街西侧,2019规自（门）建字0019号,,办结
国网北京市电力公司,邓庄220千伏输变电工程,昌平区旧县,2019规自选字0012号,,办结
北京未来科学城置地有限公司,未来科学城展示中心建设工程项目（展示中心等2项）,昌平区北七家镇定泗路,2019规自（昌）建字0031号,,办结
北京怡和置业有限公司,昌平区沙河镇七里渠南北村土地一级开发项目CP00-1600-0015等R2二类居住用地、B4综合性商业金融服务业用地项目（B01#住宅楼等18项）,昌平区沙河镇七里渠南北村,2019规自（昌）建字0032号,,办结
中交沃地（北京）置业有限公司,朝阳区崔各庄乡黑桥村、南皋村棚户区改造土地开发项目,朝阳区崔各庄乡黑桥村，南皋村,2019规自（朝）条整字0002号,,办结
北京京粮泰兴房地产有限公司,门头沟区三家店粮库棚改定向安置房项目,门头沟区三家店地区,2019规自（门）选字0005号,,办结
北京市大兴区青云店镇人民政府,大兴区青云店镇第二中心幼儿园建设项目,大兴区青云店镇垡上村,2019规自（大）选字0006号,,办结
北京市昌平区教育委员会,和谐家园东侧规划幼儿园项目,昌平区回龙观,2019规自（昌）选字0011号,,办结
北京市昌平区教育委员会,和谐家园东侧规划小学项目,昌平区回龙观,2019规自（昌）选字0010号,,办结
北京紫光科城科技发展有限公司,海淀区“海淀北部地区整体开发”西北旺镇亮甲店村HD00-0404-0010、6015、6016、6003、6004地块A2文化设施用地、R2二类居住用地、F1住宅混合公建用地项目（6016-1#住宅楼等19项）,海淀区西北旺镇亮甲店村,2019规自（海）建字0041号,,办结
北京中海盈达房地产开发有限公司,大兴区瀛海镇YZ00-0803-6024、6025、6032、6035、6038地块F1住宅混合公建用地、A33基础教育用地、S32公交场站设施用地项目（幼儿园）,大兴区瀛海镇,2019规自（大）建字0024号,,办结
郭秀荣,翻建住房（1）等3项,西城区校场大六条37号,2019规自（西）建字0057号,,办结
中建新牧（北京）置业发展有限公司,海淀区苏家坨镇北安河东区定向安置房项目（25地块1#住宅楼等23项）,海淀区苏家坨镇北安河村,2019规自（海）建字0042号,,办结
中央国家机关公务员住宅建设服务中心,新馨苑居住区664地块住宅及配套工程（38#住宅楼等18项）,海淀区建材城西路16号,2019规自（海）建字0040号,,办结
中国医学科学院阜外医院,中国医学科学院阜外医院西山园区建设工程,门头沟区永定镇冯村,2019规自（门）选字0006号,,办结
北京建工国通建设工程有限责任公司,通州区文化旅游区颐瑞东路（东六环西侧路-万盛南街）道路工程,由通州区文化旅游区到通州区文化旅游区,2019规自（通）选市政字0005号,,办结
北京市基础设施投资有限公司、北京兴佰君泰房地产开发有限公司,关于门头沟新城MC00-0017-6002地块（S1线区域组团02地块西北侧）B4综合性商业金融服务业用地（接驳连廊）,门头沟区永定镇S1线上岸村站,2019规自（门）建字0018号,,办结
中国气象局,北京卫星地面站数据处理和存储中心（1#数据处理和存储中心等3项）,海淀区后厂村路55号,2019规自（海）建字0039号,,办结
冯雅玲、冯志斌,翻改建2号房屋,东城区三眼井胡同47号,2019规自（东）建字0023号,,办结
安韧杰、张淑英,翻改建1号房屋,东城区三眼井胡同47号1幢1层,2019规自（东）建字0024号,,办结
安新吉,翻改建3号房屋,东城区三眼井胡同47号,2019规自（东）建字0025号,,办结
安新霞,翻改建4号房屋,东城区三眼井胡同47号,2019规自（东）建字0026号,,办结
北京城市副中心投资建设集团有限公司,北京市通州区潞城镇棚户区土地开发项目A区后北营西南角及东侧地块安置房建设项目（11#住宅楼等5项）,通州区通州新城0604街区,2019规自（通）建字0070号,,办结
北京城市副中心投资建设集团有限公司,北京市通州区潞城镇棚户区土地开发项目A区后北营西南角及东侧地块安置房建设项目（7#幼儿园）,通州区通州新城0604街区,2019规自（通）建字0071号,,办结
王玉仙,翻建5号房屋,东城区骑河楼街13号,2019规自（东）建字0027号,,办结
北京城市副中心投资建设集团有限公司,北京市通州区潞城镇棚户区土地开发项目A区后北营西南角及东侧地块安置房建设项目（1#住宅楼等16项）,通州区通州新城0604街区,2019规自（通）建字0072号,,办结
北京市土地整理储备中心顺义区分中心,顺义区天竺镇岗山村土地一级开发项目,顺义区天竺镇岗山,2019规自（顺）条整字0003号,,办结
北京首奥置业有限公司,国家体育总局冬季训练中心及配套设施项目（金工车间改造）,石景山区石景山68新首钢高端产业综合服务区,2019规自（石）建字0034号,,办结
北京润泰环保科技有限公司,北京润泰环保科技有限公司扩建医疗废物处理项目（环保处置车间二）,通州区永乐店镇,2019规自（通）建字0074号,,办结
北京北汽恒盛达顺置业有限公司,顺义区仁和镇临河村棚户区改造土地开发项目河兴北街、仁志路道路工程,由顺义区仁和镇临河村,2019规自（顺）选市政字0006号,,办结
北京城市排水集团有限责任公司,清河再生水厂生物滤池加装孔板格栅工程,海淀区清河污水处理厂,2019规自条字0003号,,办结
北京倚基土地开发有限公司,平谷区马坊镇中心区南区定向安置房（一期）项目（平谷区马坊镇中心区南区定向安置房（一期）项目金平西一路、盘龙东二路（盘龙东路）道路工程）,由平谷区马坊镇中心区南区到平谷区马坊镇中心区南区,2019规自（平）建市政字0012号,,办结
北京市门头沟区城市管理委员会,门头沟区城子大街国有资源整合项目市政配套工程（门头沟区城子大街国有资源整合项目市政配套工程）,由门头沟区龙泉镇到门头沟区龙泉镇,2019规自（门）建市政字0015号,,办结
北京住总绿都投资开发有限公司,密云区十里堡镇王各庄棚户区改造王各庄西路、王各庄路、科创北街、科创街市政道路项目,密云区十里堡镇王各庄,2019规自（密）选市政字0002号,,办结
北京东方康泰房地产开发经营有限责任公司,玉河历史文化保护区保护修缮项目南区SC07-5地块项目（四合院住宅）,东城区地安门东大街南侧,2019规自（东）建字0021号,,办结
北京市民政工业总公司,北京市民政工业总公司养老产业项目（1#养老设施用房等5项）,丰台区久敬庄路甲1号、甲3号,2019规自（丰）建字0024号,,办结
王振森,翻建住房（瓦）,西城区护国寺西巷9号,2019规自（西）建字0056号,,办结
北京化工大学,北京化工大学昌平新校区第二教学楼（第二教学楼等2项）,昌平区南口镇南涧路29号,2019规自（昌）建字0028号,,办结
北京千方置业发展有限公司,043-S1#商业楼,通州区台湖镇,2019规自（通）建字0073号,,办结
北京航空航天大学,北京航空航天大学沙河校区公共实验楼（组团3二期）及人防配套项目（公共实验楼及人防配套）,昌平区沙河镇,2019规自（昌）建字0029号,,办结
北京住总房地产开发有限责任公司,大兴区采育镇区01-0128A地块R2二类居住用地项目（1#住宅楼等38项）,大兴区采育镇,2019规自（大）建字0023号,,办结
北京恒盛宏大道路投资有限公司,范家庄北路（范家庄东路-槐房路）道路工程（范家庄北路（范家庄东路-槐房路）道路工程）,由丰台区范家庄东路到丰台区槐房路,2019规自（丰）建市政字0046号,,办结
北京昊远置业有限公司,河西区X89R2地块R2二类居住用地项目（1#住宅楼等5项）,亦庄开发区河西区X89R2地块,2019规（开）建字0037号,,办结
王桂祥,房屋翻建,通州区东营前街11号2幢,2019规自（通）建字0068号,,办结
王凡,房屋翻建,通州区东营前街11号,2019规自（通）建字0067号,,办结
北京地铁十六号线投资有限责任公司,地铁16号线一期工程国家图书馆站地下主体（地铁地下车站主体）,海淀区中关村南大街与南长河交叉口西北侧,2019规自建字0015号,,办结
北京京鑫置业有限公司,通州区运河核心区VIII-02、04、07等地块F3其它类多功能用地项目（4-1#办公、商业楼等4项）,通州区运河核心区,2019规自（通）建字0069号,,办结
北京昊远置业有限公司,河西区X89R2地块R2二类居住用地项目（4#住宅楼等5项）,亦庄开发区河西区X89R2地块,2019规（开）建字0038号,,办结
北京轨道交通新机场线投资有限责任公司,轨道交通新机场线一期工程 区间附属设施（K7+294.4永兴河北区间降压所及消防水泵房等11项）,大兴区规划广平大街与规划金星路相交路口；规划东环路与天和东路相交路口；丰台区镇国寺北街南侧；南三环与菜户营南路相交路口东北侧等,2019规自建字0014号,,办结
北京市人民检察院第四分院,北京市人民检察院第四分院办案和专业技术用房项目（办案和专业技术用房）,丰台区卢沟桥乡小屯村,2019规自（丰）建字0023号,,办结
杨杰,房屋翻建,通州区东营前街11号5幢,2019规自（通）建字0066号,,办结
北京宝嘉恒基础设施投资有限公司,高井北街（规划建材制品总厂南街）（平房西路-大黄庄西路）、汇星路（规划大黄庄西路）（朝阳路-朝阳北路）道路工程,由朝阳区平房乡到朝阳区平房乡,2019规自（朝）选市政字0011号,,办结
北京经济技术开发区基建办公室,经海八路（科创十街-科创九街）道路工程,由亦庄开发区科创十街经亦庄开发区到亦庄开发区科创九街,2019规（开）建市政字0049号,,办结
北京经济技术开发区基建办公室,定海园南街（经海七路-排干渠西路）道路工程,由亦庄开发区经海七路经亦庄开发区到亦庄开发区排干渠西路,2019规（开）建市政字0044号,,办结
北京明智恒成文化发展有限公司,C组团地下室,大兴区西红门镇寿宝庄村,2019规自（大）乡建字0006号,,办结
北京启创环宇文化发展有限公司,B1组团地下室,大兴区西红门镇村,2019规自（大）乡建字0002号,,办结
北京阳光满园文化发展有限公司,B3组团地下室,大兴区西红门镇寿宝庄村,2019规自（大）乡建字0005号,,办结
北京博豪新创文化发展有限公司,B5组团地下室,大兴区西红门镇村,2019规自（大）乡建字0004号,,办结
北京醒世轩艺文化发展有限公司,B2组团地下室,大兴区西红门镇村,2019规自（大）乡建字0003号,,办结
北京朝林置业有限公司,朝林国际酒店项目（A座室外观光电梯和侯梯厅（地上一层至六层）等4项）,北京经济技术开发区核心区27C3地块,2019规（开）建字0036号,,办结
国网北京市电力公司,大路（世园会）110千伏输变电工程及供电保障中心工程（配电装置楼等3项）,延庆区延庆区康庄镇大路村,2019规自（延）建字0020号,,办结
北京星跃宏发文化发展有限公司,B4组团地下室,大兴区西红门镇寿宝庄村,2019规自（大）乡建字0007号,,办结
北京大兴国家粮食储备库,铁路罩棚A等9项,大兴区黄村镇大庄村东,2019规自（大）建字0022号,,办结
北京市房山区长沟镇人民政府,房山区长沟镇文化体育活动中心建设工程（长沟镇文化体育活动中心）,房山区长沟镇坟庄村,2019规自（房）建字0033号,,办结
中央国家机关公务员住宅建设服务中心,新馨苑居住区646地块公租房及配套工程（52#居住公共服务设施 ）,海淀区建材城西路16号,2019规自（海）建字0037号,,办结
北京亦庄盛元投资开发有限公司,北京经济技术开发区路东区双四路新建道路工程,由亦庄开发区经海四路经亦庄开发区到亦庄开发区科创四街,2019规（开）建市政字0042号,,办结
北京经济技术开发区基建办公室,北京经济技术开发区南部新区警务工作站工程项目（警务工作站）,北京经济技术开发区路南区N22C1地块,2019规（开）建字0035号,,办结
山水文园凯湖房地产开发有限公司,X-68非配套公建等2项,平谷区金海湖镇罗汉石村,2019规自（平）建字0007号,,办结
东易日盛家居装饰集团股份有限公司,智能家居研发楼等2项,房山区阎村镇燕东路北,2019规自（房）建字0032号,,办结
北京燕房新城投资有限公司,住宅混合公建,房山区城关街道,2019规自（房）条整字0003号,,办结
北京市土地整理储备中心怀柔区分中心,R2二类居住用地,怀柔区杨宋镇凤翔一园10号,2019规自（怀）条供字0003号,,办结
北京长征天民高科技有限公司,光机电一体化工程,亦庄开发区72#街区M229地块,2019规（开）建字0034号,,办结
北京市公联公路联络线有限责任公司,望京西综合交通枢纽配套道路工程（望京西综合交通枢纽配套道路工程）,由朝阳区湖光中街到朝阳区南湖北二街,2019规自建市政字0044号,,办结
北京金隅兴大房地产开发有限公司,北京经济技术开发区河西区X89R1地块R2二类居住用地项目（1#住宅楼等11项）,亦庄开发区X89R1地块,2019规（开）建字0033号,,办结
北京京粮置业有限公司,海淀区田村路43号棚改定向安置房项目（2#住宅楼等19项）,海淀区田村路,2019规自（海）建字0036号,,办结
北京鑫浩投资中心,顺义区安宁街（裕安路-京密路）道路工程（顺义区安宁街（裕安路-京密路）道路工程）,由顺义区裕安路到顺义区京密路,2019规自（顺）建市政字0021号,,办结
北京市平谷区金海湖管理委员会,2020北京·平谷世界休闲大会体育运动休闲分会场-环湖南路道路建设工程的桥梁工程,平谷区金海湖镇罗汉石村,2019规自（平）选市政字0001号,,办结
北京金开连泰房地产开发有限公司,北京市朝阳区崔各庄乡2909-0604地块F1住宅混合公建用地项目（1#住宅楼等14项）,朝阳区崔各庄乡2909-0604项目,2019规自（朝）建字0028号,,办结
北京市朝阳区教育国有资产管理中心,广华新城小区配套学校建设工程（活动中心等4项）,朝阳区,2019规自（朝）建字0027号,,办结
北京天地助房地产开发有限公司,魏公村小区棚户区改造项目（1#住宅楼等11项）,海淀区魏公村,2019规自（海）建字0035号,,办结
国网北京市电力公司,西白庙220千伏输变电工程（配电装置楼等3项）,延庆区康庄镇,2019规自（延）建字0018号,,办结
曹瑞刚,翻建住房（瓦4）,西城区炭儿胡同15号,2019规自（西）建字0055号,,办结
唐国忠 唐淑珍 曲满洁 唐淑英 唐淑玲,翻建住房（灰1）,西城区育德胡同27号,2019规自（西）建字0054号,,办结
北京市昌平房地产开发有限责任公司,昌平区百善镇中心区西部地块土地一级开发项目C地块,昌平区百善,2019规自（昌）条整字0003号,,办结
北京市东城区园林绿化管理中心,龙潭中湖公园改建工程,东城区左安门内大街19号,2019规自（东）条字0001号,,办结
北京北控城市开发有限公司,北京雁栖湖生态发展示范区环境整治定向安置房项目道路工程,由怀柔区陈各庄村到怀柔区陈各庄村,2019规自（怀）条市政字0010号,,办结
赵文柱,房屋翻建,通州区五里店64号6幢,2019规自（通）建字0062号,,办结
田秀英,房屋翻建,通州区五里店65号,2019规自（通）建字0061号,,办结
田群英,房屋翻建,通州区五里店64号5幢,2019规自（通）建字0060号,,办结
国网北京市电力公司,奥体110千伏输变电工程项目（110千伏变电站）,朝阳区安定路西侧奥体文化商务区03地块西北角,2019规自（朝）建字0026号,,办结
常玉玲、苍曦,房屋翻建,通州区紫竹痷胡同11号6幢,2019规自（通）建字0056号,,办结
苍秋月,房屋翻建,通州区紫竹庵胡同11号,2019规自（通）建字0055号,,办结
田宝库,房屋翻建,通州区五里店65号,2019规自（通）建字0059号,,办结
宛守志,房屋翻建,通州区熊家胡同35号5幢,2019规自（通）建字0051号,,办结
张淑云,房屋翻建,通州区南二条20号,2019规自（通）建字0053号,,办结
张文和,房屋翻建,通州区南二条20号4幢,2019规自（通）建字0052号,,办结
马国元,房屋翻建,通州区紫竹庵胡同11号8幢1层全部,2019规自（通）建字0057号,,办结
马文翊,房屋翻建,通州区紫竹庵胡同11号5幢,2019规自（通）建字0058号,,办结
北京昊远置业有限公司,河西区X89R2地块R2二类居住用地项目（8#住宅楼等2项）,亦庄开发区X89R2地块,2019规（开）建字0032号,,办结
宛鹏,房屋翻建,通州区熊家胡同35号6幢1层全部,2019规自（通）建字0050号,,办结
宛崇芳,房屋翻建,通州区熊家胡同35号29幢,2019规自（通）建字0049号,,办结
王浩,房屋翻建,通州区南二条20路,2019规自（通）建字0054号,,办结
韩桂清,房屋翻建,通州区南二条22号3幢1层全部,2019规自（通）建字0064号,,办结
北京市土地整理储备中心顺义区分中心,R2二类居住用地,顺义区顺义新城第1街区,2019规自（顺）条供字0004号,,办结
曹思宇、曹思明,房屋翻建,通州区南二条22号2幢,2019规自（通）建字0063号,,办结
北京燕房新城投资有限公司,房山区城关中心区棚户区改造土地开发项目七期上市地块（FS00-YF06-0023、0027等地块）,房山区房山新城燕房组团06街区范围内,2019规自（房）条整字0002号,,办结
北京市开原房地产开发有限责任公司,通州区牛堡屯粮库经济适用房建设项目（1#住宅楼（经济适用房）等10项）,通州区张家湾镇中街迆北,2019规自（通）建字0065号,,办结
北京轨道交通新机场线投资有限责任公司,轨道交通新机场线一期工程高架区间 （轨道交通新机场线一期工程 北航站楼站～磁各庄站高架区间（K7+396～K17+826、K18+275～K26+166））,由大兴区礼贤镇紫各庄村，大礼路南侧。到大兴区黄村镇桂村，南六环路南侧。,2019规自建市政字0042号,,办结
中建新牧（北京）置业发展有限公司,海淀区苏家坨镇北安河西区定向安置房项目（北安河东二路道路工程）,由海淀区苏家坨镇北安河五街到海淀区苏家坨镇北安河一街,2019规自（海）建市政字0098号,,办结
中建新牧（北京）置业发展有限公司,海淀区苏家坨镇北安河西区定向安置房项目（北安河东一路道路工程）,由海淀区苏家坨镇北清路到海淀区苏家坨镇北安河一街,2019规自（海）建市政字0097号,,办结
北京市保障性住房建设投资中心,北京城市副中心职工周转房（北区）项目,通州区潞城镇,2019规自（通）选字0002号,,办结
北京京东方光电科技有限公司,京东方先进技术实验室二期工程北京总部项目（门房及消防水泵房）,亦庄开发区55M4-2地块,2019规（开）建字0031号,,办结
北京金开辉泰房地产开发有限公司,顺义区后沙峪镇顺义新城第19街区SY00-0019-0075地块R2二类居住用地项目（8#住宅楼）,顺义区顺义新城第19街区,2019规自（顺）建字0049号,,办结
北京市国土资源局经济技术开发区分局,R2二类居住用地等2项,亦庄开发区E9R3、E9R4地块,2019规（开）条供字0014号,,办结
北京市大兴区魏善庄镇人民政府,魏善庄镇北区九年一贯制学校,大兴区魏善庄镇,2019规自（大）选字0004号,,办结
北京市长城伟业投资开发总公司,雁栖西二路跨牤牛河跨河桥项目,由怀柔区北大街到怀柔区雁栖二路,2019规自（怀）条市政字0008号,,办结
国网北京市电力公司,石化110千伏输变电工程（主厂房（配电装置楼）等2项）,房山区城关街道办事处洪寺村,2019规自（房）建字0031号,,办结
中建新牧（北京）置业发展有限公司,海淀区苏家坨镇北安河西区定向安置房项目（04地块1#住宅楼等7项）,海淀区苏家坨镇北安河村,2019规自（海）建字0034号,,办结
北京菜篮子集团有限公司,黑庄户东路南段（通马路-鲁店北路）（黑庄户东路南段（通马路-鲁店北路））,由朝阳区通马路到朝阳区鲁店北路,2019规自建市政字0041号,,办结
北京菜篮子集团有限公司,鲁店北路东段（双桥西路-黑庄户东路）道路工程（鲁店北路东段（双桥西路-黑庄户东路）道路工程）,由朝阳区双桥西路到朝阳区黑庄户东路,2019规自建市政字0040号,,办结
坤德财富科技有限公司,坤德财富科创中心（坤德财富科创中心项目1-1#科创车间（丙类厂房）等2项）,密云区经济开发区水源西路27号,2019规自（密）建字0010号,,办结
山西陆达建筑工程有限公司,通州区滨河中路251号1至3层,通州区玉带河东街,2019规自（通）建字0048号,,办结
北京市国土资源局经济技术开发区分局,R2二类居住用地、A33基础教育用地,亦庄开发区E9R2、E9A2地块,2019规（开）条供字0013号,,办结
"国网北京市电力公司
(北京世奥森林公园开发经营有限公司)",速滑110千伏输变电工程项目（110千伏变电站）,朝阳区奥林匹克公园,2019规自（朝）建字0025号,,办结
北京实创环保发展有限公司,中关村环保科技示范园国际商务区土地一级开发项目（环保园三街道路工程）,由海淀区环保园一街到海淀区春阳路,2019规自（海）建市政字0093号,,办结
北京市门头沟区城市管理委员会,门头沟新城玉带街（西苑路—银辉路）道路工程（门头沟新城玉带街（西苑路—银辉路）道路工程）,由门头沟区永定镇到门头沟区永定镇,2019规自（门）建市政字0014号,,办结
中交富力和美（北京）置业有限公司,延庆区延庆新城03街区会展中心东侧地块土地一级开发项目（二期）YQ00-0003-0010等地块二类居住用地项目（5#住宅楼等6项）,延庆区延庆新城03街区,2019规自（延）建字0016号,,办结
北京中铁诺德房地产开发有限公司,丰台区花乡白盆窑村BPY-L010、BPY-L013地块R2二类居住用地、A33基础教育用地项目（1#住宅楼等19项）,丰台区花乡白盆窑村,2019规自（丰）建字0022号,,办结
北京万越辉置业有限公司,石景山区五里坨建设组团二 1602-078地块R2二类居住用地（B-1#住宅楼等19项）,石景山区黑石头路,2019规自（石）建字0033号,,办结
北京兴昌达博房地产开发有限公司,E1商品住宅等59项,昌平区,2019规自（昌）建字0027号,,办结
北京市土地整理储备中心大兴区分中心,M1一类工业用地,大兴区海鑫南路15,2019规自（大）条供字0007号,,办结
北京市土地整理储备中心大兴区分中心,M1一类工业用地,大兴区海鑫南路,2019规自（大）条供字0006号,,办结
北京市怀柔区交通局,怀柔区杨宋镇公交首末站,怀柔区杨宋镇祥瑞路,2019规自（怀）选字0010号,,办结
北京新城金郡房地产开发有限公司,顺义区顺义新城第13街区SY00-0013-6022等地块R2二类居住用地、A61机构养老用地、A33基础教育用地项目（B-1#住宅楼等11项）,顺义区顺义新城第13街区,2019规自（顺）建字0048号,,办结
北京大兴经济开发区开发经营有限公司,国家新媒体产业基地北区规划横三路道路工程,由大兴区到大兴区,2019规自（大）选市政字0011号,,办结
北京大兴经济开发区开发经营有限公司,国家新媒体产业基地北区规划纵二路道路工程,由大兴区到大兴区,2019规自（大）选市政字0012号,,办结
北京市顺义区北小营镇前鲁各庄村经济合作社,研发楼等6项,顺义区北小营镇前鲁各庄村,2019规自（顺）乡建字0004号,,办结
北京市西城区教育委员会,北京市铁路第二中学翻改建工程（教学楼、体育馆及综合楼等等2项）,西城区月坛西街5号,2019规自（西）建字0053号,,办结
北京中铁诺德房地产开发有限公司,丰台区花乡白盆窑村BPY-L010、BPY-L013地块R2二类居住用地、A33基础教育用地项目（幼儿园等3项）,丰台区花乡白盆窑村,2019规自（丰）建字0021号,,办结
北京经济技术开发区基建办公室,路东区E9地块小学新建工程项目围墙（围墙）,北京经济技术开发区E9R1地块,2019规（开）建字0030号,,办结
北京地铁八号线投资有限责任公司,地铁八号线三期木樨园桥南站附属工程（A出入口等12项）,丰台区南苑路与规划京煤二厂中街相交路口,2019规自建字0013号,,办结
北京经济技术开发区基建办公室,天宝中街（西环北路~天宝西路）道路改造工程（天宝中街（西环北路~天宝西路）道路改造工程）,由亦庄开发区西环北路经亦庄开发区到亦庄开发区天宝西路,2019规（开）建市政字0034号,,办结
北京经济技术开发区基建办公室,天宝北街（西环北路~科慧大道）道路改造工程（天宝北街（西环北路~科慧大道）道路改造工程）,由亦庄开发区经亦庄开发区到亦庄开发区科慧大道,2019规（开）建市政字0032号,,办结
北京经济技术开发区基建办公室,天华东路（天华南街-文化园西路）道路改造工程（天华东路（文化园西路~天华南街）道路改造工程）,由亦庄开发区文化园西路经亦庄开发区到亦庄开发区天华南街,2019规（开）建市政字0038号,,办结
北京经济技术开发区基建办公室,科慧大道（文化园西路~天宝东路）道路改造工程（科慧大道（文化园西路~天宝东路）道路改造工程）,由亦庄开发区文化园西路经亦庄开发区到亦庄开发区天宝东路,2019规（开）建市政字0037号,,办结
北京经济技术开发区基建办公室,天宝东路（科惠大道~荣京西街）道路改造工程（天宝东路（科惠大道~荣京西街）道路改造工程）,由亦庄开发区科慧大道经亦庄开发区到亦庄开发区荣京西街,2019规（开）建市政字0033号,,办结
北京经济技术开发区基建办公室,天华西路（天华北街~文化园西路）道路改造工程（天华西路（天华北街~文化园西路）道路改造工程）,由亦庄开发区天华北街经亦庄开发区到亦庄开发区文化园西路,2019规（开）建市政字0036号,,办结
中国残疾人体育运动管理中心,国家残疾人冰上运动比赛训练馆建设项目（比赛训练馆等2项）,顺义区后沙峪镇天北路321号,2019规自（顺）建字0047号,,办结
北京京铁房地产开发有限公司,门头沟站货场铁路职工住房项目1-4#住宅楼等10项（1-4#住宅楼等10项）,门头沟区城子大街西侧,2019规自（门）建字0016号,,办结
中国原子能科学研究院,原子能研究院住宅改建项目（2-2#楼等4项）,房山区新镇原子能研究院科研服务区院内,2018规（房）建字0018号,,办结
北京经济技术开发区基建办公室,文化园西路（西环北路~荣华北路）道路改造工程（文化园西路（西环北路~荣华北路）道路改造工程）,由亦庄开发区西环北路经亦庄开发区到亦庄开发区荣华北路,2019规（开）建市政字0035号,,办结
北京市门头沟区档案史志馆,门头沟档案馆新馆建设项目,门头沟区永定镇冯村、何各庄土地一级开发项目A地块剩余地块（门头沟新城15街区MC00-0015-0069）,2019规自（门）选字0003号,,办结
北京市国土资源局经济技术开发区分局,M1一类工业用地,亦庄开发区N86M1地块,2019规（开）条供字0012号,,办结
北京市平谷区金海湖镇人民政府,金海湖镇中心区集中供热项目（南区热源厂）,平谷区金海湖镇中心区,2019规自（平）选字0004号,,办结
北京市平谷区金海湖镇人民政府,金海湖镇中心区集中供热项目（北区热源厂）,平谷区金海湖镇中心区,2019规自（平）选字0005号,,办结
北京市房山区青龙湖镇人民政府,北京市房山区青龙湖镇中心区紫十路（京良路西延~青龙湖大街）道路工程（北京市房山区青龙湖镇中心区紫十路（京良路西延—青龙湖大街）道路工程）,由房山区京良路西延经房山区到房山区青龙湖大街,2019规自（房）建市政字0032号,,办结
北京城市排水集团有限责任公司,丰台区丰西路丰裕铁路桥下积水治理工程,丰台区丰西路,2019规自（丰）选字0004号,,办结
北京城市排水集团有限责任公司,京港澳高速岳各庄桥区积水治理工程,丰台区岳各庄立交桥东南角的绿地内,2019规自（丰）选字0005号,,办结
北京市顺义区市政市容建设服务中心,顺义区中医院周边健盛街道路工程,顺义新城第13街区,2019规自（顺）选市政字0003号,,办结
北京市怀柔区教育委员会,一零一中学怀柔校区扩建项目,怀柔区乐园大街31号北侧,2019规自（怀）选字0009号,,办结
北京市昌平区卫生健康委员会,七里渠社区医疗服务中心建设工程,昌平区沙河,2019规自（昌）选字0009号,,办结
北京亦庄盛元投资开发有限公司,高端汽车及新能源汽车关键零配件产业园N12-1地块建设项目（1#配套等3项）,亦庄开发区N12M1地块,2019规（开）建字0029号,,办结
北京市土地整理储备中心海淀区分中心,住宅、配套教育、医疗、公建混合、其他公共设施,海淀区西北旺镇辛店村,2019规自（海）条整字0003号,,办结
北京城建兴瑞置业开发有限公司,东城区望坛棚户区改造项目道路工程琉璃井地区二号路,由东城区安乐林路到东城区琉璃井地区一号路,2019规自（东）选市政字0002号,,办结
北京未来科学城发展集团有限公司,未来科技城南区（北七家村）定向安置房项目（1#住宅楼（农民回迁楼）等16项）,昌平区,2019规自（昌）建字0024号,,办结
北京未来科学城发展集团有限公司,未来科技城南区（岭上村）定向安置房项目（1#住宅楼（农民回迁楼）等10项）,昌平区,2019规自（昌）建字0025号,,办结
